,genres,artist_popularity
Andreas Weise,[],37
Full Crate,"['alternative r&b', 'armenian hip hop', 'chill r&b', 'dutch r&b', 'indie r&b', 'indie soul']",48
Ship Wrek,"['bass house', 'edm', 'electro house']",56
Billie Holiday,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'torch song', 'vocal jazz']",65
Lali,"['argentine telepop', 'pop argentino']",64
Mystery Jets,"['alternative dance', 'english indie rock', 'indie rock', 'modern rock', 'new rave']",45
Sander W.,"['deep tropical house', 'new french touch', 'tropical house']",45
Sine,['chill lounge'],28
Billy Ray Cyrus,"['country', 'country rock']",63
Matilda Mann,"['british singer-songwriter', 'indie pop']",49
Roy Hargrove,"['bebop', 'contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz trumpet']",45
Namie Amuro,"['classic j-pop', 'j-pop', 'okinawan pop']",58
WLKMN,[],4
Deep Ends,[],18
Eastghost,"['future bass', 'wave']",36
Sam Hunt,"['contemporary country', 'country', 'country pop', 'country road']",69
Hole,"['alternative rock', 'grunge', 'rock']",59
GAIKA,"['deconstructed club', 'fluxwork', 'vogue']",29
Siesta,[],39
Rubi Rose,"['alternative r&b', 'viral rap']",50
sundial,[],47
Some Tones,[],17
Rick MacIntyre,[],3
a l l i e,"['alternative r&b', 'vapor soul']",26
Cheryl Lynn,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'urban contemporary']",51
Alek Sandar,[],32
Emily Bear,[],47
Freya Ridings,['uk pop'],59
Ashley Koett,['denver indie'],2
Hook N Sling,['australian dance'],51
Jordyn Edmonds,[],30
J. Dash,['pop rap'],40
ElyOtto,"['hyperpop', 'weirdcore']",56
2JtheRichest,[],11
Bee Gees,"['disco', 'mellow gold', 'soft rock']",75
clipping.,"['alternative hip hop', 'escape room', 'experimental hip hop', 'industrial hip hop']",45
Orelsan,"['french hip hop', 'old school rap francais', 'rap conscient']",72
King Mars,[],13
Solomon Ray,[],15
Aurra,"['boogie', 'disco', 'funk', 'post-disco', 'post-disco soul', 'quiet storm']",27
Billy Danze,[],7
Southside,['atl hip hop'],56
Lil Mosey,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",70
Lewis Capaldi,"['pop', 'uk pop']",80
Holly Humberstone,"['alt z', 'indie pop', 'modern alternative pop', 'uk pop']",59
eugenio izzi,['lo-fi beats'],50
Eyas,[],19
Pity Party (Girls Club),"['indie garage rock', 'indie pop']",57
Escape the Fate,"['alternative metal', 'metalcore', 'pixie', 'pop punk', 'screamo']",60
Max Von Essen,[],20
Calm Chapter,[],29
Speak,[],27
Louane,"['francoton', 'french pop']",58
Blake Rice,[],0
Khruangbin,['neo-psychedelic'],69
B l o m s t,[],28
Goblins's Club,[],0
zKevin,[],25
HBeat,[],24
DryBoy.,[],31
Luna Lovebad,[],0
Hare Squead,['irish hip hop'],44
ANH,['future bass'],40
Twilight,[],29
Måns & Dotter,[],34
Lakim,[],43
thuy,"['chill r&b', 'pop', 'r&b']",62
Duke Ellington,"['african-american classical', 'big band', 'harlem renaissance', 'jazz', 'jazz piano', 'swing']",57
stef,[],34
Pieces Of A Dream,"['instrumental funk', 'smooth jazz']",33
Tribe 8,"['queercore', 'riot grrrl']",19
dv/sn,[],20
Kubuch,[],28
firetype,[],9
Novakey,[],2
flashygoodness,"['indie game soundtrack', 'japanese vgm']",29
Omar Bmar,['focus beats'],19
Bowling For Soup,"['comic', 'pop punk', 'pop rock', 'texas pop punk']",60
Pablo Queu,['chillhop'],20
Ichika Nito,"['japanese guitar', 'japanese math rock']",52
yeyts.,"['chillhop', 'jazz boom bap', 'lo-fi beats', 'lo-fi jazzhop']",48
Old Man Saxon,['cali rap'],35
CZARFACE,"['alternative hip hop', 'hip hop']",52
Tommi Waring,[],5
.Fuelh,[],10
Zaki Hutchings,[],9
OOHYO,"['k-indie', 'korean electropop']",44
FELIVAND,"['australian alternative pop', 'australian r&b', 'indie r&b']",43
KASHIWA Daisuke,"['j-ambient', 'japanese idm', 'japanese post-rock']",31
of Montreal,"['alternative rock', 'anti-folk', 'art pop', 'baroque pop', 'elephant 6', 'indie pop', 'indie rock', 'new rave']",49
Mazen,[],28
San Mei,['vapor pop'],17
Yanni Bravo,[],16
Shoffy,"['chill pop', 'electropop', 'indie poptimism', 'la pop', 'pop']",51
PRIMITIVE ART ORCHESTRA,"['japanese jazz', 'japanese jazz fusion']",26
Saint Parrish,[],18
Cayucas,['la indie'],39
Vallis Alps,"['electropop', 'vapor soul']",46
Souf,"['francoton', 'french pop', 'pop urbaine']",51
ER!N.D,[],13
Boostee,"['francoton', 'french pop', 'new french touch']",44
JJ DOOM,['alternative hip hop'],43
saturn and the hula hoops,[],19
Palmistry,"['deconstructed club', 'escape room', 'proto-hyperpop']",37
Jeff Russo,"['orchestral soundtrack', 'scorecore', 'soundtrack']",44
Roberto Echo,['jazz boom bap'],21
The Jazz Cultivators,['background jazz'],43
Micah E. Wood,['baltimore indie'],5
raphaelö,[],0
Jeff Rosenstock,"['alternative emo', 'bubblegrunge', 'emo', 'folk punk', 'indie punk', 'indie rock', 'modern power pop']",47
The 8-Bit Big Band,['8-bit'],41
CAL,[],41
Psychedelic Porn Crumpets,"['australian garage punk', 'australian psych', 'neo-psychedelic']",49
Dave Koz,"['jazz saxophone', 'smooth jazz', 'smooth saxophone']",51
Brainstory,"['socal indie', 'souldies']",45
Synead,[],5
Tee Grizzley,"['detroit hip hop', 'detroit trap', 'hip hop', 'rap', 'southern hip hop', 'trap']",68
Basia Bulat,"['canadian indie', 'indie folk', 'new americana', 'stomp and holler']",42
Exitmusic,['etherpop'],29
Dre'es,['bedroom soul'],46
Rick Ross,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
Ibeyi,"['cuban alternative', 'etherpop']",51
Wildflower Trio,[],43
LeyeT,['indie electropop'],32
AMAI,['psychedelic hip hop'],32
Goodnyght,[],41
Miynt,"['indie electropop', 'vapor soul']",33
Bloc Party,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock']",60
Param Singh,['desi pop'],50
Tate McRae,['pop'],79
VANITAS命死,"['future funk', 'hardvapour', 'slushwave', 'vaporwave']",24
Intended Immigration,[],8
Yoann Laulan,['video game music'],37
Rafael Casal,[],28
Forth Wanderers,"['bubblegrunge', 'indie punk', 'indie rock', 'new jersey indie']",37
The Smiths,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",75
Nina Tech,"['escape room', 'trap queen']",8
Sammy Rae & The Friends,"['indie pop', 'nyc pop']",54
Frame,[],14
Vincent Hall Trio,['background jazz'],33
Brian Tarquin,['smooth jazz'],29
Ronald & the Fairies,['background jazz'],26
Gabriel Gundacker,[],20
Kohinoorgasm,['la pop'],6
Goldwash,['vapor soul'],42
Toploader,['british alternative rock'],61
Marissa Detlor,[],10
HEDEGAARD,"['danish electronic', 'scandipop']",56
Ossie Woods,['background music'],31
Seramic,['uk contemporary r&b'],20
Airport Groove,['sunset lounge'],14
Emily Brimlow,['pop soul'],33
I A.M.,[],6
Tinx,[],16
Mørih,[],27
Dhedbeats,[],26
Ferdous,[],38
Kid Rootz,[],6
Luis Fonsi,"['latin pop', 'puerto rican pop']",74
iiola,[],43
Nature Sounds,"['environmental', 'sleep', 'water']",61
Dapper Dan Midas,[],5
Blegh,[],30
Jonn Hart,"['pop r&b', 'slow game']",39
Rosehardt,[],24
Cody Simpson,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",55
A$H.,[],19
Charles Aznavour,['chanson'],62
Capercaillie,"['celtic', 'celtic rock', 'puirt-a-beul', 'scottish folk', 'scottish gaelic folk']",35
Oh Genius,[],18
Sandro Cavazza,"['swedish pop', 'tropical house']",65
Tragik,[],5
Stafford Bawler,['video game music'],27
Seers,['north carolina hip hop'],22
GHOST DATA,['future funk'],47
Grenn,['focus beats'],21
Gloria Gaynor,['disco'],62
The Goodnote Guys,"['lo-fi vgm', 'pokemon', 'vgm instrumental']",20
Ginger Taylor,[],32
Will Joseph Cook,"['indie pop', 'kent indie', 'modern alternative pop']",46
SAULT,"['alternative r&b', 'indie soul', 'pop soul']",60
ZZ Top,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",68
Westside Gunn,"['alternative hip hop', 'boom bap', 'buffalo hip hop', 'hip hop', 'rap', 'underground hip hop', 'upstate ny rap']",65
LATASHÁ,"['escape room', 'trap queen']",26
Akimbosa,['meme rap'],22
Ida'ye,[],18
Wednesday,"['asheville indie', 'bubblegrunge', 'indie pop', 'indie rock', 'lo-fi indie']",38
sameO,[],10
DJ Politik,[],7
MOTHERMARY,[],31
Outgoing Hikikomori,[],23
SIBA,[],8
Tails,"['future bass', 'pop edm', 'vapor twitch']",41
Oli XL,"['deconstructed club', 'new isolationism']",28
Seerlight,[],26
Cassandra Jenkins,"['art pop', 'indie folk']",34
Zeena Parkins,"['free improvisation', 'jazz harp', 'laboratorio', 'tzadik']",6
SoGone SoFlexy,[],32
Ayoni,['barbadian pop'],38
Luigi Valentino,[],26
Sidney Gish,"['anti-folk', 'bedroom pop', 'boston indie', 'bubblegrunge', 'indie pop', 'indie rock', 'new jersey indie']",46
DJ Seven,['guaracha'],7
Metic,[],34
Viktor Vaughn,"['abstract hip hop', 'alternative hip hop', 'hardcore hip hop', 'hip hop']",53
Danny Lightyear,[],20
Noisestorm,"['chillstep', 'complextro', 'dancefloor dnb', 'edm', 'electro house', 'gaming edm', 'speedrun']",52
Brooke Annibale,"['indie folk', 'new americana', 'pop folk']",38
Orphie,[],1
Whu Else,['indie hip hop'],10
NENAH,[],0
A-Trak,"['canadian electronic', 'electro house', 'electronic trap', 'turntablism']",61
Shy'm,"['francoton', 'french pop']",47
S1mba,['afroswing'],61
Shepherd,"['christian trap', 'miami hip hop']",32
Noflik,['lo-fi brasileiro'],46
Radiant Children,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",35
Ninski,['covertronica'],36
Brad Mehldau Trio,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz trio', 'modern jazz trio']",39
Young Fanatic,['viral rap'],43
Benjamin Martins,['background music'],43
Yeasayer,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'dream pop', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']",44
John Powell,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",62
Future Generations,"['indie poptimism', 'vapor soul']",31
Martin Rapide,[],31
7xvn,"['dark trap', 'scream rap', 'viral rap']",44
Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",69
cloudi,[],21
Number Girl,"['j-rock', 'japanese alternative rock', 'japanese post-hardcore', 'kyushu indie', 'shibuya-kei']",38
Ann Marr,[],17
The Kinks,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",64
mood.,[],51
Manor Blue,[],36
anders,"['canadian contemporary r&b', 'canadian hip hop', 'toronto rap', 'trap soul']",50
Paperboy Fabe,[],51
Knucks,"['melodic drill', 'uk alternative hip hop']",65
Jai Nova,[],34
The Bug,"['classic dubstep', 'dub metal', 'ninja', 'trip hop', 'uk bass']",36
Bob Baldwin,['smooth jazz'],38
Ella Henderson,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",73
Strange Imagining,"['background music', 'focus']",26
créature sonore,[],47
Will Wood,"['indie pop', 'weirdcore']",59
Sports Coach,['indie garage rock'],35
Adna,['swedish indie pop'],39
Paul Desmond,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",52
Thed Jewel,['escape room'],4
Christian Löffler,"['electronica', 'hamburg electronic', 'microhouse', 'minimal techno', 'new french touch', 'organic electronic', 'pop ambient']",54
MAMAMOO,"['k-pop', 'k-pop girl group']",66
Kodaline,"['irish pop', 'pop', 'pop rock']",69
Otto A. Totland,"['compositional ambient', 'focus', 'neo-classical']",42
PEPERYX,[],9
Roar,"['indie pop', 'weirdcore']",62
Hayden Scott,[],7
LoFi Luna,[],10
sameO.,[],9
Stemlines,[],20
Pogo,['plunderphonics'],54
Zachary Breaux,"['jazz guitar', 'smooth jazz']",25
Kaelin Ellis,[],45
Lazygirl,['cdo indie'],19
The Lenny Ryan Trio,['background jazz'],33
Slater Manzo,['canadian electronic'],27
The Darcys,"['canadian indie', 'oc indie', 'toronto indie']",32
Bryan Lubeck,['smooth jazz'],23
Los Caminantes,"['grupera', 'gruperas inmortales', 'musica mexicana', 'ranchera', 'tropical']",65
"Astronauts, etc.","['bay area indie', 'shiver pop']",32
Dr. Peacock,"['frenchcore', 'tekk', 'uptempo hardcore']",60
Cherryade,['melodipop'],30
Nvmb.,['lo-fi beats'],41
Shintaro Sakamoto,"['j-rock', 'japanese alternative pop', 'shibuya-kei']",42
SEGA Sound Unit[H.],[],9
Rugby Wild,[],21
Illa J,"['alternative hip hop', 'alternative r&b', 'detroit hip hop', 'hip hop', 'indie soul', 'neo soul']",47
Chairlift,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'electropop', 'escape room', 'indie pop', 'indietronica', 'metropopolis', 'neo-synthpop', 'shimmer pop']",44
Catfish and the Bottlemen,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",62
cera.uno,[],11
Pointy Features,[],48
Saint Cava,"['scandinavian r&b', 'vapor pop']",20
90ivy,[],14
Medusa,[],31
Giveon,"['pop', 'r&b']",79
Mr. Muthafuckin' eXquire,['alternative hip hop'],29
The Source & Candi Staton,['classic house'],42
Lil Peep,"['emo rap', 'lgbtq+ hip hop']",82
No/Me,[],34
Charlie Heat,['new jersey rap'],45
ITSOKTOCRY,"['dark trap', 'emo rap', 'underground hip hop', 'vapor trap', 'viral rap']",45
Jessica Pratt,"['ambient folk', 'art pop', 'dream pop', 'freak folk', 'indie folk']",45
Meaningful Stone,"['k-indie', 'korean indie folk']",38
YNW Melly,"['melodic rap', 'trap']",72
Sheb Wooley,"['comic', 'novelty']",40
Samantha Ballard,['vgm instrumental'],27
KALEO,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",67
Go Yayo,"['dfw rap', 'houston rap', 'vapor trap']",39
Manuel Cali Band,['background jazz'],32
Seasalt,[],27
Keith Canva$,['portland hip hop'],13
Alan Walker,['electro house'],80
Elektra,[],14
ELIZA,"['alternative r&b', 'indie r&b', 'indie soul', 'uk contemporary r&b']",46
Melii,"['alternative r&b', 'pop r&b', 'r&b', 'rap latina', 'trap queen']",47
The Sax Pack,"['smooth jazz', 'smooth saxophone']",31
Taquwami,[],2
Endlessoh,[],4
Asukal,['indie electropop'],3
Relient K,"['canadian ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'pop punk']",55
Lil One Hunnet,[],18
Miss Madeline,['pink noise'],32
PNK FME,"['australian electropop', 'trap soul']",27
Aluna,"['dance pop', 'edm', 'electro house', 'electropop', 'house', 'pop dance', 'tropical house']",62
Jizzla,[],23
Digital Punk,"['classic hardstyle', 'euphoric hardstyle', 'hardstyle', 'rawstyle']",45
The Red Robin Quartet,['background jazz'],30
Yugi Boi,['future bass'],21
Max the Sax,['tropical house'],40
Canker Blossom,[],1
Alex Sloane,[],29
Crystal Fighters,"['alternative dance', 'new rave']",49
Barbra Streisand,"['adult standards', 'disco', 'hollywood', 'mellow gold', 'soft rock']",63
YUMI,[],12
Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']",74
Lili Trifilio,[],25
Lala Lala,"['bubblegrunge', 'indie pop', 'indie punk', 'indie rock']",40
Sleepy Hallow,"['brooklyn drill', 'nyc rap']",76
Jordan Smith,"['australian talent show', 'idol']",50
Oyinda,['vapor pop'],11
Odunsi (The Engine),"['afropop', 'alte', 'alternative r&b', 'nigerian pop']",45
PLVTINUM,['alt z'],61
Blueor,[],32
Probe,['lo-fi vgm'],25
T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",73
none ya,[],1
TiRon & Ayomari,['soul flow'],22
Yulara,[],15
Leonard Peters,['background jazz'],32
Greta Isaac,['uk pop'],31
Refeeld,[],43
Soft Streak,[],9
seasalt,[],19
Jeffu,[],19
Hiko,['sped up'],67
Sal Ritter,[],28
Paloma Faith,"['british soul', 'dance pop']",71
Dominique Guiot,['spytrack'],25
The Film Score Orchestra,[],0
SamFmusic,[],16
Hushed,"['background music', 'calming instrumental', 'focus']",38
Praestone,[],17
John Borleo,[],29
Slicktor Victor,[],12
Jacob Aaron,[],28
Quadry,['baton rouge rap'],33
Becca Mancari,"['nashville indie', 'nashville singer-songwriter']",36
Ama Jones,[],21
Trixie Mattel,"['pop', 'queer country']",47
constellada,[],0
Mark Mendy,"['covertronica', 'pop dance', 'tropical house']",56
Jake & Elwood,[],0
HYUKOH,"['k-indie', 'korean indie folk', 'korean r&b']",50
Dave East,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",61
The Teeth,['philly indie'],29
Peaches,[],20
Guapdad 4000,"['cali rap', 'oakland hip hop', 'scam rap', 'trap soul', 'underground hip hop', 'vapor trap']",56
Le Cassette,"['popwave', 'synthwave']",27
Akacia,[],43
Elliott Smith,"['alternative rock', 'indie rock', 'melancholia', 'pop rock', 'rock', 'singer-songwriter']",63
Grouper,"['ambient', 'ambient pop', 'art pop', 'dream pop', 'drone', 'electra', 'experimental ambient', 'modern dream pop', 'spectra']",55
Amaarae,"['afro r&b', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']",63
Frook,"['lo-fi beats', 'trap beats']",36
Magaluna,[],5
Bad Kids,['san diego indie'],9
CVBZ,"['edm', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",56
Suicideyear,"['phonk', 'wave']",60
Newington Green,['background jazz'],36
SILENT SIREN,"['anime', 'anime rock', 'heavy alternative', 'idol rock', 'j-pixie', 'j-poprock']",42
H U M A,[],21
DJ Seduction,"['happy hardcore', 'hardcore breaks', 'hardcore techno']",21
Keith Jarrett,"['contemporary jazz', 'ecm-style jazz', 'jazz', 'jazz fusion', 'jazz piano']",52
Laura Veirs,"['alternative country', 'anti-folk', 'chamber pop', 'chamber psych', 'indie folk', 'indie pop', 'singer-songwriter', 'stomp and holler']",42
For Real Beats,[],7
Nikki Idol,[],43
A Shell In The Pit,['indie game soundtrack'],33
Miette Hope,[],29
Life Is Better Blonde,[],21
Lucian Piane,['strut'],31
Col3trane,"['alternative r&b', 'indie r&b', 'indie soul', 'r&b', 'trap soul', 'uk contemporary r&b']",55
Aliek,[],3
Destructo,"['bass house', 'electro house', 'electronic trap']",45
Purple City,['battle rap'],18
F0BG0D,[],7
ThunderScott,[],35
Noah Salem,[],24
Cecilia Gault,['hyperpop'],38
Kydd Jones,['austin hip hop'],13
Clark Aboud,['indie game soundtrack'],27
Trevi Moran,['teen pop'],30
Linearwave,"['focus beats', 'lo-fi brasileiro']",59
Issy Wood,['experimental pop'],31
Foster The People,"['indietronica', 'modern rock', 'rock']",70
Demo Taped,[],31
Dzeko,"['canadian electronic', 'electro house', 'pop edm']",59
Duke Deuce,"['memphis hip hop', 'rap', 'southern hip hop', 'trap', 'viral rap']",54
Gaynor Ellen,[],25
Tuerie,"['rap calme', 'rap francais nouvelle vague']",33
The Sweet Enoughs,['fourth world'],44
Gosha Guppy,[],18
The Ronettes,"['adult standards', 'brill building pop', 'classic girl group']",65
Mother Nature,[],12
Rythmy,[],13
Video Game Players,[],49
Phabo,"['alternative r&b', 'chill r&b', 'indie r&b', 'pop r&b', 'trap soul']",46
Dua Saleh,"['alternative r&b', 'escape room', 'minnesota hip hop', 'sudanese pop']",48
中村佳穂,"['anime', 'j-indie', 'japanese singer-songwriter']",42
Melt-Banana,"['experimental', 'experimental rock', 'japanoise', 'noise rock', 'noisecore', 'post-hardcore', 'sasscore']",33
VANISHING GIRL,[],31
Blossoms,"['english indie rock', 'modern rock', 'rock']",57
Galimatias,['chillstep'],55
Andie,[],29
zandros,[],44
Marteen,[],35
Willam,['strut'],28
Jay Arner,"['vancouver indie', 'vancouver punk']",23
Deon Custom,"['future bass', 'gaming edm']",27
John-Robert,['virginia indie'],40
Kenny Fong,[],7
Knight Ali,[],22
Diet Cig,"['bubblegrunge', 'indie pop', 'indie punk']",33
Ryo Fukui,"['classic japanese jazz', 'japanese jazz']",45
Kid9,[],0
Viceroy,['nu disco'],33
Chris Staples,"['indie folk', 'new americana', 'stomp and holler']",50
Peter Cat Recording Co.,"['indian electronic', 'indian indie', 'new delhi indie']",45
Carla Anderson,[],44
